DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202312;2;PB;51626;CAIXA ECONÔMICA FEDERAL;109;161304,49
202312;2;PB;10069;ITAU;296;781108,72
202312;2;PB;30379;SANTANDER;106;841663,83
202312;2;PB;51011;VOTORANTIM;75;384288,50
202312;2;PE;49906;BB;80;491433,53
202312;2;PE;17351180;BCO TRIANGULO S.A.;132;106410,69
202312;2;PE;10045;BRADESCO;182;2169925,68
202312;2;PE;49944;BTG PACTUAL;11;31746,75
202312;2;PE;52072;C6 BANK;48;291548,55
202312;2;PE;51626;CAIXA ECONÔMICA FEDERAL;208;381798,91
202312;2;PE;10069;ITAU;819;2300588,93
202312;2;PE;30379;SANTANDER;296;1289985,74
202312;2;PE;51011;VOTORANTIM;83;258008,13
202312;2;PI;49906;BB;87;599736,84
202312;2;PI;17351180;BCO TRIANGULO S.A.;18;16418,21
202312;2;PI;10045;BRADESCO;28;302428,09
202312;2;PI;49944;BTG PACTUAL;5;10639,09
202312;2;PI;52072;C6 BANK;8;116485,23
202312;2;PI;51626;CAIXA ECONÔMICA FEDERAL;144;313315,12
202312;2;PI;10069;ITAU;137;349700,74
202312;2;PI;30379;SANTANDER;71;272841,40
202312;2;PI;51011;VOTORANTIM;37;188973,29
202312;2;PR;49906;BB;131;1197079,65
202312;2;PR;17351180;BCO TRIANGULO S.A.;112;200141,14
202312;2;PR;10045;BRADESCO;197;1451544,63
202312;2;PR;49944;BTG PACTUAL;6;15532,91
202312;2;PR;52072;C6 BANK;88;534484,93
202312;2;PR;51626;CAIXA ECONÔMICA FEDERAL;461;1002095,24
202312;2;PR;10069;ITAU;1019;2491456,84
202312;2;PR;30379;SANTANDER;399;2692260,34
202312;2;PR;51011;VOTORANTIM;326;1811221,86
202312;2;RJ;49906;BB;159;1810632,35
202312;2;RJ;17351180;BCO TRIANGULO S.A.;168;280777,24
202312;2;RJ;10045;BRADESCO;490;4673589,37
202312;2;RJ;49944;BTG PACTUAL;27;63835,23
202312;2;RJ;52072;C6 BANK;181;1034797,70
202312;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;512;959450,43
202312;2;RJ;51884;INTER;4;16897,10
202312;2;RJ;10069;ITAU;3072;6903231,62
202312;2;RJ;30379;SANTANDER;999;5556113,11
202312;2;RJ;51011;VOTORANTIM;328;1448653,64
202312;2;RN;49906;BB;75;849677,10
202312;2;RN;17351180;BCO TRIANGULO S.A.;89;80240,53
202312;2;RN;10045;BRADESCO;38;143083,59
202312;2;RN;49944;BTG PACTUAL;3;4684,14
202312;2;RN;52072;C6 BANK;14;52723,06
202312;2;RN;51626;CAIXA ECONÔMICA FEDERAL;96;248404,43
202312;2;RN;10069;ITAU;267;655413,36
202312;2;RN;30379;SANTANDER;116;629062,40
202312;2;RN;51011;VOTORANTIM;73;376857,08
202312;2;RO;49906;BB;43;438424,98
202312;2;RO;17351180;BCO TRIANGULO S.A.;28;19594,11
202312;2;RO;10045;BRADESCO;17;130565,94
202312;2;RO;52072;C6 BANK;4;5215,34
202312;2;RO;51626;CAIXA ECONÔMICA FEDERAL;73;110188,21
202312;2;RO;10069;ITAU;64;139998,72
202312;2;RO;30379;SANTANDER;33;87063,51
202312;2;RO;51011;VOTORANTIM;23;92986,19
202312;2;RR;49906;BB;25;333935,46
202312;2;RR;17351180;BCO TRIANGULO S.A.;10;24027,09
202312;2;RR;10045;BRADESCO;6;32916,97
202312;2;RR;49944;BTG PACTUAL;1;3063,82
202312;2;RR;52072;C6 BANK;1;5889,64
202312;2;RR;51626;CAIXA ECONÔMICA FEDERAL;29;72888,39
202312;2;RR;10069;ITAU;23;56124,62
202312;2;RR;30379;SANTANDER;11;263370,18
202312;2;RR;51011;VOTORANTIM;9;144445,72
202312;2;RS;49906;BB;123;1103959,07
202312;2;RS;17351180;BCO TRIANGULO S.A.;126;154985,50
202312;2;RS;10045;BRADESCO;110;1040783,59
202312;2;RS;49944;BTG PACTUAL;14;48255,70
202312;2;RS;52072;C6 BANK;44;210842,95
202312;2;RS;51626;CAIXA ECONÔMICA FEDERAL;472;866951,05
202312;2;RS;51884;INTER;2;6371,26
202312;2;RS;10069;ITAU;793;1839061,71
202312;2;RS;30379;SANTANDER;392;1744156,86
202312;2;RS;51011;VOTORANTIM;222;1235373,42
202312;2;SC;49906;BB;108;798419,67
202312;2;SC;13009717;BCO DO EST. DE SE S.A.;1;3052,94
202312;2;SC;17351180;BCO TRIANGULO S.A.;83;110108,86
202312;2;SC;10045;BRADESCO;96;739009,45
202312;2;SC;49944;BTG PACTUAL;5;16456,59
202312;2;SC;52072;C6 BANK;46;314513,87
202312;2;SC;51626;CAIXA ECONÔMICA FEDERAL;290;573836,50
202312;2;SC;51884;INTER;1;3706,30
202312;2;SC;10069;ITAU;586;1549576,68
202312;2;SC;30379;SANTANDER;223;1016668,09
202312;2;SC;51011;VOTORANTIM;235;1253309,16
202312;2;SE;49906;BB;27;151390,05
202312;2;SE;13009717;BCO DO EST. DE SE S.A.;53;354225,14
202312;2;SE;17351180;BCO TRIANGULO S.A.;20;19359,52
202312;2;SE;10045;BRADESCO;13;66724,07
202312;2;SE;49944;BTG PACTUAL;3;3789,71
202312;2;SE;52072;C6 BANK;7;13122,00
202312;2;SE;51626;CAIXA ECONÔMICA FEDERAL;63;64897,62
202312;2;SE;10069;ITAU;144;366364,49
202312;2;SE;30379;SANTANDER;41;234727,53
202312;2;SE;51011;VOTORANTIM;25;110736,11
202312;2;SP;49906;BB;570;5975574,72
202312;2;SP;17351180;BCO TRIANGULO S.A.;362;410501,73
202312;2;SP;10045;BRADESCO;1325;10166202,03
202312;2;SP;49944;BTG PACTUAL;74;249101,60
202312;2;SP;52072;C6 BANK;413;2400025,59
202312;2;SP;51626;CAIXA ECONÔMICA FEDERAL;1535;2655356,80
202312;2;SP;51884;INTER;12;84614,47
202312;2;SP;10069;ITAU;7051;17207591,01
202312;2;SP;30379;SANTANDER;2892;17101624,83
202312;2;SP;51011;VOTORANTIM;1521;7023442,75
202312;2;TO;49906;BB;41;472971,13
202312;2;TO;17351180;BCO TRIANGULO S.A.;11;7638,87
202312;2;TO;10045;BRADESCO;20;179708,85
202312;2;TO;52072;C6 BANK;4;13598,86
202312;2;TO;51626;CAIXA ECONÔMICA FEDERAL;57;99455,42
202312;2;TO;10069;ITAU;30;69924,18
202312;2;TO;30379;SANTANDER;30;109555,94
202312;2;TO;51011;VOTORANTIM;18;98361,43
202401;1;AC;49906;BB;70;90013,40
202401;1;AC;30290;BMG;1;1199,79
202401;1;AC;10045;BRADESCO;9;10371,34
202401;1;AC;49944;BTG PACTUAL;136;243967,20
202401;1;AC;52072;C6 BANK;2;1475,37
202401;1;AC;51626;CAIXA ECONÔMICA FEDERAL;53;55257,03
202401;1;AC;51884;INTER;29;44114,24
202401;1;AC;10069;ITAU;14;17988,08
202401;1;AC;52058;NUBANK;129;134532,99
202401;1;AC;30379;SANTANDER;24;37508,65
202401;1;AC;51011;VOTORANTIM;3;5382,22
202401;1;AL;49906;BB;94;140387,72
202401;1;AL;30290;BMG;9;17467,61
202401;1;AL;10045;BRADESCO;26;22793,77
202401;1;AL;49944;BTG PACTUAL;382;487438,03
202401;1;AL;52072;C6 BANK;19;19348,24
202401;1;AL;51626;CAIXA ECONÔMICA FEDERAL;187;216391,59
202401;1;AL;51884;INTER;109;124973,54
202401;1;AL;10069;ITAU;51;72228,35
202401;1;AL;52058;NUBANK;293;295657,52
202401;1;AL;30379;SANTANDER;68;80566,01
202401;1;AL;51011;VOTORANTIM;7;6005,38
202401;1;AM;51750;BANCO SICOOB;1;1005,98
202401;1;AM;30173;BANRISUL;1;2070,14
202401;1;AM;49906;BB;122;180243,64
202401;1;AM;30290;BMG;14;36211,89
202401;1;AM;10045;BRADESCO;112;154099,87
202401;1;AM;49944;BTG PACTUAL;837;1382357,85
202401;1;AM;52072;C6 BANK;53;67678,11
202401;1;AM;51626;CAIXA ECONÔMICA FEDERAL;335;407567,59
202401;1;AM;51884;INTER;247;331477,72
202401;1;AM;10069;ITAU;197;292164,34
202401;1;AM;52058;NUBANK;776;978805,89
202401;1;AM;30379;SANTANDER;177;251414,52
202401;1;AM;5203605;SICOOB AMAZÔNIA;3;9676,05
202401;1;AM;3632872;SICOOB CREDISUL;2;2895,50
202401;1;AM;51011;VOTORANTIM;8;12936,63
202401;1;AP;49906;BB;40;57281,82
202401;1;AP;30290;BMG;7;6438,91
202401;1;AP;10045;BRADESCO;5;6769,52
202401;1;AP;49944;BTG PACTUAL;82;105966,76
202401;1;AP;52072;C6 BANK;12;14454,73
202401;1;AP;51626;CAIXA ECONÔMICA FEDERAL;39;37250,14
202401;1;AP;51884;INTER;20;20284,00
202401;1;AP;10069;ITAU;8;10749,53
202401;1;AP;52058;NUBANK;96;102809,69
202401;1;AP;30379;SANTANDER;22;27669,68
202401;1;AP;51011;VOTORANTIM;2;2010,54
202401;1;BA;51750;BANCO SICOOB;3;5442,60
202401;1;BA;30173;BANRISUL;12;24418,13
202401;1;BA;49906;BB;368;490628,21
202401;1;BA;30290;BMG;69;76737,91
202401;1;BA;10045;BRADESCO;194;237941,68
202401;1;BA;49944;BTG PACTUAL;1727;2428369,21
202401;1;BA;52072;C6 BANK;145;166457,01
202401;1;BA;51626;CAIXA ECONÔMICA FEDERAL;721;744310,53
202401;1;BA;32615247;CC SICOOB COOPEC LTDA.;1;327,86
202401;1;BA;4174720;CC SICOOB COOPEMAR;1;180,01
202401;1;BA;4321309;CC SICOOB CRED EXECUTIVO;2;5114,94
202401;1;BA;2282165;CC SICOOB CREDICONQUISTA;1;457,78
202401;1;BA;78825270;CCLA MAXI ALFA;1;4507,19
202401;1;BA;51884;INTER;442;515884,53
202401;1;BA;10069;ITAU;329;387124,19
202401;1;BA;52058;NUBANK;1579;1691018,72
202401;1;BA;30379;SANTANDER;366;438468,19
202401;1;BA;73398646;SOC CC SICOOB COOPERE;3;6660,51
202401;1;BA;51011;VOTORANTIM;16;25274,11
202401;1;CE;51750;BANCO SICOOB;2;1945,04
202401;1;CE;30173;BANRISUL;3;2466,40
202401;1;CE;49906;BB;361;522261,04
202401;1;CE;30290;BMG;48;61260,95
202401;1;CE;10045;BRADESCO;154;178228,65
202401;1;CE;49944;BTG PACTUAL;1541;1983906,58
202401;1;CE;52072;C6 BANK;95;122857,01
202401;1;CE;51626;CAIXA ECONÔMICA FEDERAL;536;586274,94
202401;1;CE;51884;INTER;413;486209,87
202401;1;CE;10069;ITAU;224;236833,14
202401;1;CE;52058;NUBANK;1345;1472840,36
202401;1;CE;30379;SANTANDER;310;326217,88
202401;1;CE;51011;VOTORANTIM;11;21459,68
202401;1;DF;51750;BANCO SICOOB;4;6929,55
202401;1;DF;30173;BANRISUL;1;706,50
202401;1;DF;49906;BB;161;239881,91
202401;1;DF;8357240;BCO CSF S.A.;1;2212,31
202401;1;DF;30290;BMG;13;14543,02
202401;1;DF;10045;BRADESCO;25;29378,01
202401;1;DF;49944;BTG PACTUAL;746;1124224,61
202401;1;DF;52072;C6 BANK;54;59280,13
202401;1;DF;51626;CAIXA ECONÔMICA FEDERAL;232;308904,03
202401;1;DF;1187961;CC DISTRITO FEDERAL E ENTORNO;1;218,85
202401;1;DF;37079720;CCLA SICOOB CREDIJUSTRA;1;417,78
202401;1;DF;51884;INTER;209;273416,89
202401;1;DF;10069;ITAU;132;190534,49
202401;1;DF;52058;NUBANK;650;725403,40
202401;1;DF;30379;SANTANDER;144;171991,51
202401;1;DF;51011;VOTORANTIM;9;7988,13
202401;1;ES;51750;BANCO SICOOB;21;27877,13
202401;1;ES;30173;BANRISUL;3;5826,61
202401;1;ES;49906;BB;58;73875,18
202401;1;ES;30290;BMG;14;10958,70
202401;1;ES;10045;BRADESCO;22;31576,56
202401;1;ES;49944;BTG PACTUAL;563;849634,39
202401;1;ES;52072;C6 BANK;31;30051,04
202401;1;ES;51626;CAIXA ECONÔMICA FEDERAL;237;260022,24
202401;1;ES;51884;INTER;112;142227,45
202401;1;ES;10069;ITAU;101;143514,07
202401;1;ES;52058;NUBANK;454;521503,89
202401;1;ES;30379;SANTANDER;104;132331,54
202401;1;ES;51011;VOTORANTIM;11;19210,80
202401;1;GO;51750;BANCO SICOOB;8;14939,22
202401;1;GO;30173;BANRISUL;4;8623,43
202401;1;GO;49906;BB;136;185311,58
202401;1;GO;30290;BMG;41;64855,33
202401;1;GO;10045;BRADESCO;56;60164,35
202401;1;GO;49944;BTG PACTUAL;1037;1510786,79
202401;1;GO;52072;C6 BANK;69;87617,61
202401;1;GO;51626;CAIXA ECONÔMICA FEDERAL;349;402419,95
202401;1;GO;1187961;CC DISTRITO FEDERAL E ENTORNO;1;2211,98
202401;1;GO;51884;INTER;253;318740,66
202401;1;GO;10069;ITAU;209;276635,39
202401;1;GO;52058;NUBANK;830;932413,55
202401;1;GO;30379;SANTANDER;174;222677,02
202401;1;GO;51011;VOTORANTIM;9;16302,72
202401;1;MA;51750;BANCO SICOOB;3;2550,81
202401;1;MA;49906;BB;261;329975,19
202401;1;MA;30290;BMG;23;27135,00
202401;1;MA;10045;BRADESCO;66;78746,45
202401;1;MA;49944;BTG PACTUAL;521;734088,91
202401;1;MA;52072;C6 BANK;36;47415,95
202401;1;MA;51626;CAIXA ECONÔMICA FEDERAL;241;252401,47
202401;1;MA;51884;INTER;154;186794,41
202401;1;MA;10069;ITAU;79;112261,91
202401;1;MA;52058;NUBANK;595;670053,45
202401;1;MA;30379;SANTANDER;101;130693,68
202401;1;MA;51011;VOTORANTIM;2;2196,73
202401;1;MG;51750;BANCO SICOOB;81;117914,47
202401;1;MG;30173;BANRISUL;9;17278,38
202401;1;MG;49906;BB;490;676590,10
202401;1;MG;30290;BMG;137;173777,08
202401;1;MG;10045;BRADESCO;220;286909,59
202401;1;MG;49944;BTG PACTUAL;3035;4792615,52
202401;1;MG;52072;C6 BANK;263;339249,29
202401;1;MG;51626;CAIXA ECONÔMICA FEDERAL;1376;1619365,36
202401;1;MG;25420696;CC CREDINACIONAL LTDA - SICOOB CREDINACIONAL;3;1719,07
202401;1;MG;65239402;CC UNIÃO DO CENTRO OESTE DE MINAS;1;702,66
202401;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;1;659,13
202401;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;2;2148,13
202401;1;MG;51884;INTER;1146;1444871,19
202401;1;MG;10069;ITAU;787;1012397,20
202401;1;MG;52058;NUBANK;2510;3089615,95
202401;1;MG;30379;SANTANDER;600;785770,16
202401;1;MG;73398646;SOC CC SICOOB COOPERE;1;975,01
202401;1;MG;51011;VOTORANTIM;25;44490,26
202401;1;MS;51750;BANCO SICOOB;4;5675,08
202401;1;MS;30173;BANRISUL;1;220,16
202401;1;MS;49906;BB;150;197119,72
202401;1;MS;30290;BMG;24;29999,39
202401;1;MS;10045;BRADESCO;88;92241,03
202401;1;MS;49944;BTG PACTUAL;612;984873,10
202401;1;MS;52072;C6 BANK;49;54778,58
202401;1;MS;51626;CAIXA ECONÔMICA FEDERAL;310;366125,21
202401;1;MS;51884;INTER;115;136880,41
202401;1;MS;10069;ITAU;81;110109,90
202401;1;MS;52058;NUBANK;588;766286,63
202401;1;MS;30379;SANTANDER;126;159656,31
202401;1;MS;51011;VOTORANTIM;5;6303,22
202401;1;MT;51750;BANCO SICOOB;7;16235,81
202401;1;MT;30173;BANRISUL;2;4364,79
202401;1;MT;49906;BB;208;351183,45
202401;1;MT;8357240;BCO CSF S.A.;1;3421,02
202401;1;MT;30290;BMG;24;54795,15
202401;1;MT;10045;BRADESCO;49;63506,52
202401;1;MT;49944;BTG PACTUAL;627;1111600,89
202401;1;MT;52072;C6 BANK;53;82644,42
202401;1;MT;51626;CAIXA ECONÔMICA FEDERAL;205;307509,61
202401;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;956,03
202401;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;3;5930,25
202401;1;MT;51884;INTER;125;197294,26
202401;1;MT;10069;ITAU;70;99690,49
202401;1;MT;52058;NUBANK;551;806874,95
202401;1;MT;30379;SANTANDER;128;205467,06
202401;1;MT;3632872;SICOOB CREDISUL;5;8438,66
202401;1;MT;51011;VOTORANTIM;12;19971,12
202401;1;PA;51750;BANCO SICOOB;1;1367,00
202401;1;PA;30173;BANRISUL;2;3098,29
202401;1;PA;49906;BB;243;327233,78
202401;1;PA;4913711;BCO DO EST. DO PA S.A.;11;31452,39
202401;1;PA;30290;BMG;29;34159,45
202401;1;PA;10045;BRADESCO;66;66673,33
202401;1;PA;49944;BTG PACTUAL;932;1193628,89
202401;1;PA;52072;C6 BANK;85;100104,41
202401;1;PA;51626;CAIXA ECONÔMICA FEDERAL;334;287652,32
202401;1;PA;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;3897,36
202401;1;PA;37079720;CCLA SICOOB CREDIJUSTRA;1;2043,45
202401;1;PA;51884;INTER;297;320008,78
202401;1;PA;10069;ITAU;181;196333,51
202401;1;PA;52058;NUBANK;939;970470,19
202401;1;PA;30379;SANTANDER;183;220347,67
202401;1;PA;51011;VOTORANTIM;8;16925,26
202401;1;PB;51750;BANCO SICOOB;1;547,81
202401;1;PB;30173;BANRISUL;5;3282,17
202401;1;PB;49906;BB;146;190046,83
202401;1;PB;30290;BMG;20;25248,54
202401;1;PB;10045;BRADESCO;70;80023,79
202401;1;PB;49944;BTG PACTUAL;655;912863,40
202401;1;PB;52072;C6 BANK;26;31399,90
202401;1;PB;51626;CAIXA ECONÔMICA FEDERAL;260;273460,63
202401;1;PB;51884;INTER;156;203918,67
202401;1;PB;10069;ITAU;73;97196,25
202401;1;PB;52058;NUBANK;555;693575,95
202401;1;PB;30379;SANTANDER;96;134115,52
202401;1;PB;51011;VOTORANTIM;1;1161,02
202401;1;PE;51750;BANCO SICOOB;3;4018,27
202401;1;PE;30173;BANRISUL;8;12952,25
202401;1;PE;49906;BB;261;333906,91
202401;1;PE;30290;BMG;47;59564,86
202401;1;PE;10045;BRADESCO;127;128238,32
202401;1;PE;49944;BTG PACTUAL;1283;1689300,86
202401;1;PE;52072;C6 BANK;74;80342,73
202401;1;PE;51626;CAIXA ECONÔMICA FEDERAL;510;504536,52
202401;1;PE;51884;INTER;336;358949,84
202401;1;PE;10069;ITAU;272;332927,74
202401;1;PE;52058;NUBANK;1096;1118014,81
202401;1;PE;30379;SANTANDER;336;357207,18
202401;1;PE;51011;VOTORANTIM;15;28778,53
202401;1;PI;51750;BANCO SICOOB;2;4337,77
202401;1;PI;30173;BANRISUL;2;5222,17
202401;1;PI;49906;BB;169;235607,75
202401;1;PI;30290;BMG;18;26619,48
202401;1;PI;10045;BRADESCO;24;28313,71
202401;1;PI;49944;BTG PACTUAL;522;803634,86
202401;1;PI;52072;C6 BANK;30;32769,22
202401;1;PI;51626;CAIXA ECONÔMICA FEDERAL;184;202554,24
202401;1;PI;51884;INTER;114;111161,14
202401;1;PI;10069;ITAU;46;46877,78
202401;1;PI;52058;NUBANK;463;590920,42
202401;1;PI;30379;SANTANDER;78;91685,12
202401;1;PI;51011;VOTORANTIM;5;4098,94
202401;1;PR;51750;BANCO SICOOB;25;45410,81
202401;1;PR;30173;BANRISUL;1;498,60
202401;1;PR;49906;BB;265;370334,18
202401;1;PR;30290;BMG;37;43054,51
202401;1;PR;10045;BRADESCO;129;148831,36
202401;1;PR;49944;BTG PACTUAL;1901;3001583,42
202401;1;PR;52072;C6 BANK;199;284922,19
202401;1;PR;51626;CAIXA ECONÔMICA FEDERAL;651;767930,24
202401;1;PR;2466552;CC SICOOB VALE SUL;2;4018,47
202401;1;PR;78825270;CCLA MAXI ALFA;1;1377,87
202401;1;PR;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;3;1803,07
202401;1;PR;51884;INTER;309;420285,53
202401;1;PR;10069;ITAU;437;546266,95
202401;1;PR;52058;NUBANK;1495;1842026,56
202401;1;PR;30379;SANTANDER;308;405803,63
202401;1;PR;51011;VOTORANTIM;19;31397,22
202401;1;RJ;51750;BANCO SICOOB;19;23939,09
202401;1;RJ;30173;BANRISUL;9;10483,20
202401;1;RJ;49906;BB;391;508017,35
202401;1;RJ;8357240;BCO CSF S.A.;1;845,40
202401;1;RJ;30290;BMG;94;112378,72
202401;1;RJ;10045;BRADESCO;344;330816,71
202401;1;RJ;49944;BTG PACTUAL;3326;4455805,06
202401;1;RJ;52072;C6 BANK;342;376754,24
202401;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;1286;1325466,80
202401;1;RJ;51884;INTER;823;916060,11
202401;1;RJ;10069;ITAU;1368;1607814,74
202401;1;RJ;52058;NUBANK;3264;3358248,08
202401;1;RJ;30379;SANTANDER;1146;1270789,44
202401;1;RJ;51011;VOTORANTIM;24;29913,83
202401;1;RN;51750;BANCO SICOOB;2;1332,35
202401;1;RN;49906;BB;162;202205,76
202401;1;RN;30290;BMG;27;51761,62
202401;1;RN;10045;BRADESCO;35;45115,84
202401;1;RN;49944;BTG PACTUAL;503;690098,66
202401;1;RN;52072;C6 BANK;28;36691,21
202401;1;RN;51626;CAIXA ECONÔMICA FEDERAL;206;207725,04
202401;1;RN;51884;INTER;146;174978,31
202401;1;RN;10069;ITAU;71;74801,45
202401;1;RN;52058;NUBANK;448;501010,97
202401;1;RN;30379;SANTANDER;102;119011,22
202401;1;RN;51011;VOTORANTIM;6;8409,18
202401;1;RO;51750;BANCO SICOOB;2;2780,39
202401;1;RO;30173;BANRISUL;2;5550,00
202401;1;RO;49906;BB;129;194672,59
202401;1;RO;30290;BMG;11;16182,45
202401;1;RO;10045;BRADESCO;28;36180,33
202401;1;RO;49944;BTG PACTUAL;374;626990,49
202401;1;RO;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;4;3006,32
202401;1;RO;52072;C6 BANK;23;34303,69
202401;1;RO;51626;CAIXA ECONÔMICA FEDERAL;172;216569,03
202401;1;RO;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;6;10177,36
202401;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;11;22907,14
202401;1;RO;51884;INTER;95;137551,27
202401;1;RO;10069;ITAU;50;76822,80
202401;1;RO;52058;NUBANK;363;491717,96
202401;1;RO;30379;SANTANDER;64;80894,43
202401;1;RO;5203605;SICOOB AMAZÔNIA;6;6827,24
202401;1;RO;3632872;SICOOB CREDISUL;3;5099,58
202401;1;RO;51011;VOTORANTIM;2;3071,86
202401;1;RR;49906;BB;40;68881,30
202401;1;RR;10045;BRADESCO;4;4286,63
202401;1;RR;49944;BTG PACTUAL;89;139574,37
202401;1;RR;52072;C6 BANK;5;10525,88
202401;1;RR;51626;CAIXA ECONÔMICA FEDERAL;33;42698,13
202401;1;RR;51884;INTER;21;21142,60
202401;1;RR;10069;ITAU;15;25531,57
202401;1;RR;52058;NUBANK;93;100617,58
202401;1;RR;30379;SANTANDER;19;25096,23
202401;1;RR;51011;VOTORANTIM;3;4032,19
202401;1;RS;51750;BANCO SICOOB;7;12344,96
202401;1;RS;30173;BANRISUL;317;398446,82
202401;1;RS;49906;BB;208;293177,96
202401;1;RS;30290;BMG;39;70488,82
202401;1;RS;10045;BRADESCO;87;112882,35
202401;1;RS;49944;BTG PACTUAL;1565;2264900,52
202401;1;RS;52072;C6 BANK;110;139745,26
202401;1;RS;51626;CAIXA ECONÔMICA FEDERAL;723;847396,67
202401;1;RS;78825270;CCLA MAXI ALFA;2;1727,30
202401;1;RS;2090126;CCLA SICOOB VALCREDI SUL;2;1878,46
202401;1;RS;51884;INTER;300;375579,12
202401;1;RS;10069;ITAU;274;343608,04
202401;1;RS;52058;NUBANK;1383;1602718,63
202401;1;RS;30379;SANTANDER;374;449285,10
202401;1;RS;51011;VOTORANTIM;16;18102,50
202401;1;SC;51750;BANCO SICOOB;16;25612,85
202401;1;SC;30173;BANRISUL;9;14701,49
202401;1;SC;49906;BB;201;330145,71
202401;1;SC;30290;BMG;20;34985,08
202401;1;SC;10045;BRADESCO;69;124528,05
202401;1;SC;49944;BTG PACTUAL;1133;1942095,53
202401;1;SC;52072;C6 BANK;117;179081,57
202401;1;SC;51626;CAIXA ECONÔMICA FEDERAL;405;527843,35
202401;1;SC;85291086;CC LITORÂNEA;3;3404,58
202401;1;SC;78825270;CCLA MAXI ALFA;13;21843,11
202401;1;SC;2090126;CCLA SICOOB VALCREDI SUL;1;2940,64
202401;1;SC;78862083;COOP NOVOS CAMPOS;1;1478,37
202401;1;SC;51884;INTER;188;282771,74
202401;1;SC;10069;ITAU;148;215270,95
202401;1;SC;52058;NUBANK;806;1065384,14
202401;1;SC;30379;SANTANDER;168;268078,27
202401;1;SC;51011;VOTORANTIM;6;10879,58
202401;1;SE;51750;BANCO SICOOB;1;546,18
202401;1;SE;49906;BB;69;101730,88
202401;1;SE;30290;BMG;12;15509,97
202401;1;SE;10045;BRADESCO;15;15320,74
202401;1;SE;49944;BTG PACTUAL;355;527939,04
202401;1;SE;52072;C6 BANK;17;12800,28
202401;1;SE;51626;CAIXA ECONÔMICA FEDERAL;141;164701,54
202401;1;SE;51884;INTER;71;90017,74
202401;1;SE;10069;ITAU;23;25005,90
202401;1;SE;52058;NUBANK;251;261441,42
202401;1;SE;30379;SANTANDER;43;52514,66
202401;1;SE;51011;VOTORANTIM;1;343,25
202401;1;SP;51750;BANCO SICOOB;31;36427,09
202401;1;SP;30173;BANRISUL;16;27052,66
202401;1;SP;49906;BB;1130;1527135,66
202401;1;SP;8357240;BCO CSF S.A.;3;6796,78
202401;1;SP;30290;BMG;251;331577,85
202401;1;SP;10045;BRADESCO;876;1023830,62
202401;1;SP;49944;BTG PACTUAL;9437;13575167,49
202401;1;SP;52072;C6 BANK;863;1038827,82
202401;1;SP;51626;CAIXA ECONÔMICA FEDERAL;2622;2890803,76
202401;1;SP;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;1;414,81
202401;1;SP;69346856;CECM DOS PROFISSIONAIS DA SAUDE DA REG ALTA MOGIANA;1;310,88
202401;1;SP;51884;INTER;1786;2276746,52
202401;1;SP;10069;ITAU;2871;3567065,73
202401;1;SP;52058;NUBANK;7871;8788909,16
202401;1;SP;30379;SANTANDER;2457;2954720,92
202401;1;SP;51011;VOTORANTIM;85;130710,73
202401;1;TO;51750;BANCO SICOOB;2;2084,33
202401;1;TO;49906;BB;75;97334,05
202401;1;TO;30290;BMG;6;6222,44
202401;1;TO;10045;BRADESCO;16;17091,98
202401;1;TO;49944;BTG PACTUAL;152;209272,84
202401;1;TO;52072;C6 BANK;12;13483,32
202401;1;TO;51626;CAIXA ECONÔMICA FEDERAL;56;73407,10
202401;1;TO;51884;INTER;48;58529,53
202401;1;TO;10069;ITAU;19;33086,03
202401;1;TO;52058;NUBANK;168;161912,63
202401;1;TO;30379;SANTANDER;23;20563,78
202401;1;TO;51011;VOTORANTIM;4;5585,64
202401;2;AC;49906;BB;7;92005,69
202401;2;AC;17351180;BCO TRIANGULO S.A.;46;48761,68
202401;2;AC;10045;BRADESCO;1;35970,31
202401;2;AC;49944;BTG PACTUAL;1;4955,63
202401;2;AC;51626;CAIXA ECONÔMICA FEDERAL;12;10640,81
202401;2;AC;51884;INTER;2;8295,04
202401;2;AC;10069;ITAU;1;154,29
202401;2;AC;51011;VOTORANTIM;13;95385,79
202401;2;AL;49906;BB;11;50867,54
202401;2;AL;17351180;BCO TRIANGULO S.A.;33;40308,43
202401;2;AL;10045;BRADESCO;4;11505,61
202401;2;AL;49944;BTG PACTUAL;3;6900,84
202401;2;AL;52072;C6 BANK;2;415,17
